Order_ID,Order_Date,Customer_Name,Product,Category,Region,Quantity,Unit_Price,Sales,Profit
11344,2025-08-30,Customer_847,Monitor,Electronics,East,5,12000,60000,6569.49
11345,2025-01-11,Customer_187,Chair,Furniture,West,4,3000,12000,1132.17
11346,2024-01-24,Customer_946,Keyboard,Accessories,South,10,1000,10000,1181.63
11347,2025-12-19,Customer_873,Mobile,Electronics,South,8,20000,160000,18192.84
11348,2025-09-06,Customer_267,Laptop,Electronics,South,7,50000,350000,64771.24
11349,2025-08-03,Customer_121,Mobile,Electronics,North,6,20000,120000,13070.51
11350,2025-04-09,Customer_848,Headphones,Accessories,West,7,2500,17500,3700.74
11351,2024-07-14,Customer_969,Mobile,Electronics,East,4,20000,80000,16104.47
11352,2025-03-17,Customer_877,Chair,Furniture,South,8,3000,24000,3478.86
11353,2024-10-16,Customer_745,Smartwatch,Electronics,South,4,10000,40000,9967.41
11354,2024-05-29,Customer_30,Keyboard,Accessories,East,3,1000,3000,448.35
11355,2024-09-11,Customer_379,Chair,Furniture,West,4,3000,12000,2220.07
11356,2024-11-27,Customer_998,Mobile,Electronics,West,1,20000,20000,3194.2
11357,2025-09-03,Customer_263,Printer,Electronics,North,7,15000,105000,21045.89
11358,2024-12-06,Customer_954,Mobile,Electronics,South,9,20000,180000,16197.82
11359,2025-11-17,Customer_991,Mouse,Accessories,North,6,500,3000,748.34
11360,2025-01-25,Customer_310,Laptop,Electronics,West,5,50000,250000,41443.03
11361,2025-07-26,Customer_43,Table,Furniture,South,3,8000,24000,5869.68
11362,2024-12-13,Customer_899,Chair,Furniture,West,3,3000,9000,1490.73
11363,2025-06-27,Customer_444,Monitor,Electronics,South,2,12000,24000,3214.65
11364,2024-05-10,Customer_512,Chair,Furniture,East,2,3000,6000,799.54
11365,2024-09-26,Customer_628,Table,Furniture,East,7,8000,56000,7173.45
11366,2024-06-17,Customer_324,Headphones,Accessories,West,6,2500,15000,2311.23
11367,2025-11-04,Customer_652,Monitor,Electronics,West,9,12000,108000,24301.7
11368,2024-08-23,Customer_188,Laptop,Electronics,North,4,50000,200000,21053.11
11369,2025-04-23,Customer_447,Mouse,Accessories,North,5,500,2500,269.51
11370,2025-12-27,Customer_575,Mouse,Accessories,West,1,500,500,77.53
11371,2024-05-31,Customer_127,Mouse,Accessories,East,8,500,4000,396.49
11372,2024-07-03,Customer_855,Mobile,Electronics,South,4,20000,80000,18207.15
11373,2025-11-10,Customer_600,Headphones,Accessories,South,5,2500,12500,2196.9
11374,2025-08-07,Customer_185,Smartwatch,Electronics,West,1,10000,10000,1694.23
11375,2025-11-24,Customer_97,Mobile,Electronics,East,4,20000,80000,16848.25
11376,2025-11-27,Customer_125,Laptop,Electronics,West,5,50000,250000,48955.77
11377,2024-04-18,Customer_858,Table,Furniture,East,10,8000,80000,19036.42
11378,2025-12-25,Customer_676,Monitor,Electronics,West,1,12000,12000,1125.37
11379,2024-01-06,Customer_338,Mouse,Accessories,North,5,500,2500,452.54
11380,2025-08-05,Customer_133,Smartwatch,Electronics,South,8,10000,80000,10818.85
11381,2024-02-26,Customer_762,Laptop,Electronics,North,5,50000,250000,33734.76
11382,2025-02-12,Customer_262,Headphones,Accessories,South,10,2500,25000,3620.91
11383,2024-08-01,Customer_167,Printer,Electronics,West,7,15000,105000,9992.01
11384,2025-10-31,Customer_158,Keyboard,Accessories,North,5,1000,5000,950.09
11385,2024-11-13,Customer_926,Chair,Furniture,South,8,3000,24000,5188.49
11386,2025-06-08,Customer_205,Table,Furniture,West,2,8000,16000,3543.18
11387,2025-07-30,Customer_615,Mouse,Accessories,West,7,500,3500,563.48
11388,2025-09-20,Customer_191,Mobile,Electronics,West,7,20000,140000,30501.67
11389,2024-12-15,Customer_997,Keyboard,Accessories,West,2,1000,2000,173.75
11390,2025-06-23,Customer_645,Printer,Electronics,North,3,15000,45000,10719.61
11391,2025-05-04,Customer_308,Chair,Furniture,South,8,3000,24000,3704.41
11392,2025-06-19,Customer_438,Monitor,Electronics,East,5,12000,60000,13383.69
11393,2024-02-16,Customer_526,Smartwatch,Electronics,North,1,10000,10000,1736.69
11394,2025-04-20,Customer_677,Headphones,Accessories,East,7,2500,17500,2628.73
11395,2025-05-30,Customer_17,Table,Furniture,North,5,8000,40000,7181.86
11396,2025-02-06,Customer_47,Mouse,Accessories,North,3,500,1500,320.48
11397,2025-04-10,Customer_776,Keyboard,Accessories,West,5,1000,5000,666.85
11398,2024-07-10,Customer_217,Smartwatch,Electronics,South,5,10000,50000,6901.34
11399,2025-11-20,Customer_109,Mobile,Electronics,West,10,20000,200000,24816.8
11400,2024-04-29,Customer_14,Headphones,Accessories,South,1,2500,2500,202.49
11401,2025-11-04,Customer_989,Mouse,Accessories,West,8,500,4000,790.43
11402,2025-09-23,Customer_370,Chair,Furniture,West,10,3000,30000,6546.98
11403,2024-01-15,Customer_196,Chair,Furniture,North,2,3000,6000,607.59
11404,2024-08-02,Customer_493,Laptop,Electronics,South,4,50000,200000,45206.41
11405,2025-07-05,Customer_196,Printer,Electronics,North,7,15000,105000,23431.3
11406,2025-03-08,Customer_23,Chair,Furniture,North,8,3000,24000,2524.52
11407,2025-03-31,Customer_987,Monitor,Electronics,West,3,12000,36000,7401.34
11408,2025-08-22,Customer_249,Mouse,Accessories,South,1,500,500,113.08
11409,2025-02-05,Customer_53,Chair,Furniture,East,10,3000,30000,6630.2
11410,2025-12-31,Customer_443,Laptop,Electronics,West,2,50000,100000,18716.97
11411,2025-07-21,Customer_298,Mouse,Accessories,North,10,500,5000,906.46
11412,2025-08-28,Customer_743,Mouse,Accessories,West,7,500,3500,569.23
11413,2025-03-08,Customer_591,Printer,Electronics,East,1,15000,15000,2547.19
11414,2025-10-25,Customer_428,Headphones,Accessories,West,2,2500,5000,627.67
11415,2025-10-23,Customer_356,Mobile,Electronics,West,8,20000,160000,29737.35
11416,2024-07-15,Customer_481,Keyboard,Accessories,East,1,1000,1000,107.43
11417,2025-08-24,Customer_931,Mouse,Accessories,East,4,500,2000,332.6
11418,2024-10-27,Customer_741,Smartwatch,Electronics,West,8,10000,80000,8183.76
11419,2024-06-14,Customer_637,Keyboard,Accessories,South,6,1000,6000,1291.89
11420,2024-05-12,Customer_178,Chair,Furniture,South,2,3000,6000,1160.4
11421,2025-03-01,Customer_966,Monitor,Electronics,West,10,12000,120000,19640.59
11422,2024-02-18,Customer_19,Chair,Furniture,East,4,3000,12000,1387.24
11423,2024-06-27,Customer_848,Chair,Furniture,North,6,3000,18000,3511.4
11424,2025-09-24,Customer_233,Mobile,Electronics,North,6,20000,120000,18384.66
11425,2024-12-14,Customer_804,Headphones,Accessories,East,4,2500,10000,1626.82
11426,2024-06-03,Customer_874,Laptop,Electronics,North,9,50000,450000,56463.08
11427,2024-04-23,Customer_999,Laptop,Electronics,North,8,50000,400000,86331.11
11428,2024-04-14,Customer_844,Smartwatch,Electronics,North,10,10000,100000,21296.66
11429,2024-04-30,Customer_892,Headphones,Accessories,South,2,2500,5000,541.99
11430,2025-12-26,Customer_453,Table,Furniture,West,3,8000,24000,4891.67
11431,2024-12-08,Customer_839,Mobile,Electronics,South,3,20000,60000,11400.35
11432,2025-03-01,Customer_788,Mobile,Electronics,North,4,20000,80000,12371.88
11433,2025-06-01,Customer_176,Printer,Electronics,North,8,15000,120000,16562.93
11434,2025-02-28,Customer_370,Chair,Furniture,South,6,3000,18000,3628.51
11435,2024-08-21,Customer_142,Monitor,Electronics,West,9,12000,108000,16382.82
11436,2025-06-12,Customer_814,Keyboard,Accessories,East,7,1000,7000,1628.7
11437,2024-01-11,Customer_735,Laptop,Electronics,North,8,50000,400000,41899.73
11438,2024-06-17,Customer_445,Mobile,Electronics,North,6,20000,120000,16022.01
11439,2025-10-18,Customer_155,Keyboard,Accessories,North,1,1000,1000,192.23
11440,2025-11-28,Customer_718,Headphones,Accessories,East,5,2500,12500,1891.02
11441,2024-10-13,Customer_922,Table,Furniture,South,6,8000,48000,3904.48
11442,2025-07-11,Customer_640,Keyboard,Accessories,West,8,1000,8000,1515.68
11443,2024-11-04,Customer_87,Table,Furniture,North,7,8000,56000,11861.81
11444,2024-05-09,Customer_533,Headphones,Accessories,East,6,2500,15000,2194.48
11445,2024-11-15,Customer_534,Printer,Electronics,East,2,15000,30000,5009.53
11446,2025-07-06,Customer_607,Monitor,Electronics,East,1,12000,12000,1016.9
11447,2025-06-01,Customer_114,Printer,Electronics,North,5,15000,75000,15262.99
11448,2024-12-28,Customer_127,Table,Furniture,North,5,8000,40000,7463.53
11449,2024-01-06,Customer_465,Mobile,Electronics,East,8,20000,160000,20904.54
11450,2025-10-04,Customer_682,Printer,Electronics,South,10,15000,150000,26422.73
11451,2025-08-09,Customer_689,Table,Furniture,South,5,8000,40000,5134.84
11452,2024-04-17,Customer_336,Keyboard,Accessories,South,9,1000,9000,1848.39
11453,2025-12-29,Customer_436,Table,Furniture,West,8,8000,64000,6186.11
11454,2024-05-13,Customer_488,Mobile,Electronics,South,2,20000,40000,3622.92
11455,2025-06-22,Customer_413,Mouse,Accessories,West,2,500,1000,142.78
11456,2025-03-09,Customer_451,Chair,Furniture,West,10,3000,30000,4944.02
11457,2024-05-10,Customer_497,Keyboard,Accessories,West,3,1000,3000,313.62
11458,2024-04-30,Customer_712,Monitor,Electronics,South,9,12000,108000,24489.67
11459,2024-06-09,Customer_967,Mouse,Accessories,East,8,500,4000,342.17
11460,2024-04-22,Customer_124,Mobile,Electronics,East,10,20000,200000,44978.81
11461,2024-06-05,Customer_121,Smartwatch,Electronics,East,5,10000,50000,4342.4
11462,2025-05-12,Customer_29,Chair,Furniture,South,6,3000,18000,2367.98
11463,2024-11-08,Customer_911,Monitor,Electronics,East,10,12000,120000,18203.84
11464,2025-05-15,Customer_3,Printer,Electronics,North,3,15000,45000,9866.31
11465,2024-02-15,Customer_428,Headphones,Accessories,West,6,2500,15000,1372.29
11466,2024-12-11,Customer_801,Smartwatch,Electronics,West,5,10000,50000,8808.99
11467,2024-05-21,Customer_517,Mouse,Accessories,West,10,500,5000,512.89
11468,2024-11-29,Customer_92,Mouse,Accessories,West,8,500,4000,421.31
11469,2024-12-13,Customer_554,Keyboard,Accessories,North,4,1000,4000,932.17
11470,2024-06-18,Customer_725,Mouse,Accessories,North,5,500,2500,474.51
11471,2024-05-06,Customer_660,Smartwatch,Electronics,North,5,10000,50000,8768.88
11472,2024-02-24,Customer_981,Printer,Electronics,South,10,15000,150000,25816.78
11473,2024-05-03,Customer_675,Mouse,Accessories,South,9,500,4500,1046.1
11474,2024-09-08,Customer_850,Laptop,Electronics,West,5,50000,250000,53437.17
11475,2025-02-15,Customer_604,Mobile,Electronics,North,9,20000,180000,32969.76
11476,2024-07-03,Customer_425,Mouse,Accessories,North,1,500,500,68.9
11477,2024-04-03,Customer_118,Headphones,Accessories,North,6,2500,15000,2174.13
11478,2024-07-06,Customer_262,Headphones,Accessories,North,3,2500,7500,963.82
11479,2025-11-25,Customer_174,Monitor,Electronics,North,5,12000,60000,14512.08
11480,2025-12-31,Customer_60,Smartwatch,Electronics,East,6,10000,60000,6650.87
11481,2025-02-26,Customer_915,Keyboard,Accessories,East,2,1000,2000,268.81
11482,2024-05-03,Customer_54,Chair,Furniture,South,7,3000,21000,5041.43
11483,2025-05-19,Customer_521,Printer,Electronics,West,10,15000,150000,26943.74
11484,2025-04-20,Customer_567,Mobile,Electronics,West,5,20000,100000,9030.74
11485,2025-10-10,Customer_240,Mobile,Electronics,North,8,20000,160000,13586.26
11486,2025-11-22,Customer_104,Chair,Furniture,South,9,3000,27000,6582.35
11487,2025-02-20,Customer_457,Headphones,Accessories,North,3,2500,7500,988.38
11488,2024-05-25,Customer_383,Headphones,Accessories,South,4,2500,10000,2130.9
11489,2025-07-22,Customer_463,Printer,Electronics,North,9,15000,135000,32662.46
11490,2025-09-27,Customer_297,Laptop,Electronics,South,8,50000,400000,97355.78
11491,2025-05-08,Customer_280,Laptop,Electronics,East,1,50000,50000,11934.81
11492,2024-08-05,Customer_600,Keyboard,Accessories,East,6,1000,6000,1339.29
11493,2025-07-30,Customer_72,Laptop,Electronics,East,3,50000,150000,30849.17
11494,2024-05-23,Customer_743,Mobile,Electronics,East,7,20000,140000,27822.62
11495,2024-11-21,Customer_906,Keyboard,Accessories,East,4,1000,4000,735.1
11496,2025-11-09,Customer_330,Chair,Furniture,East,8,3000,24000,3033.89
11497,2024-12-02,Customer_17,Printer,Electronics,South,8,15000,120000,29163.45
11498,2024-01-10,Customer_689,Laptop,Electronics,South,10,50000,500000,80504.96
11499,2025-12-21,Customer_501,Keyboard,Accessories,West,9,1000,9000,2089.76
11500,2025-10-26,Customer_667,Headphones,Accessories,North,2,2500,5000,1069.21
11501,2025-11-18,Customer_456,Headphones,Accessories,North,1,2500,2500,579.34
11502,2025-01-01,Customer_397,Table,Furniture,South,7,8000,56000,12357.48
11503,2024-07-16,Customer_456,Laptop,Electronics,North,2,50000,100000,15865.77
11504,2025-11-27,Customer_944,Printer,Electronics,East,1,15000,15000,3133.97
11505,2025-10-02,Customer_311,Printer,Electronics,South,2,15000,30000,6563.03
11506,2024-02-07,Customer_288,Printer,Electronics,West,8,15000,120000,29332.85
11507,2025-10-15,Customer_406,Smartwatch,Electronics,North,4,10000,40000,3248.52
11508,2024-06-23,Customer_566,Chair,Furniture,South,10,3000,30000,4951.66
11509,2024-03-07,Customer_603,Smartwatch,Electronics,South,10,10000,100000,17607.38
11510,2025-08-06,Customer_877,Mobile,Electronics,South,3,20000,60000,7448.17
11511,2025-11-25,Customer_24,Headphones,Accessories,East,5,2500,12500,1407.68
11512,2025-03-13,Customer_657,Headphones,Accessories,North,8,2500,20000,1606.65
11513,2025-02-20,Customer_281,Table,Furniture,North,7,8000,56000,12518.13
11514,2025-06-13,Customer_778,Headphones,Accessories,North,8,2500,20000,3284.95
11515,2025-03-06,Customer_546,Printer,Electronics,West,1,15000,15000,1908.73
11516,2024-12-08,Customer_84,Table,Furniture,North,1,8000,8000,1172.93
11517,2024-09-12,Customer_202,Printer,Electronics,South,7,15000,105000,25496.3
11518,2025-10-02,Customer_100,Table,Furniture,North,5,8000,40000,3627.34
11519,2025-08-29,Customer_817,Mouse,Accessories,East,7,500,3500,760.8
11520,2024-09-01,Customer_982,Chair,Furniture,East,4,3000,12000,1179.99
11521,2024-08-30,Customer_967,Laptop,Electronics,North,6,50000,300000,50503.43
11522,2024-04-07,Customer_641,Smartwatch,Electronics,West,10,10000,100000,15455.0
11523,2024-03-03,Customer_939,Smartwatch,Electronics,North,2,10000,20000,1890.82
11524,2025-12-11,Customer_67,Keyboard,Accessories,South,6,1000,6000,1387.89
11525,2025-09-17,Customer_642,Laptop,Electronics,West,8,50000,400000,35725.64
11526,2025-07-26,Customer_54,Mobile,Electronics,East,2,20000,40000,7807.44
11527,2025-02-24,Customer_239,Keyboard,Accessories,North,7,1000,7000,674.04
11528,2025-03-14,Customer_902,Mouse,Accessories,North,7,500,3500,556.2
11529,2024-12-02,Customer_602,Table,Furniture,South,1,8000,8000,1257.54
11530,2025-12-31,Customer_70,Mobile,Electronics,South,2,20000,40000,3283.56
11531,2024-09-19,Customer_364,Smartwatch,Electronics,West,3,10000,30000,5650.56
11532,2024-09-05,Customer_141,Mouse,Accessories,North,10,500,5000,777.93
11533,2025-03-22,Customer_526,Laptop,Electronics,East,3,50000,150000,19947.5
11534,2024-05-29,Customer_151,Chair,Furniture,West,10,3000,30000,6914.63
11535,2025-01-12,Customer_994,Chair,Furniture,North,10,3000,30000,4148.79
11536,2024-05-28,Customer_59,Headphones,Accessories,South,10,2500,25000,4795.13
11537,2025-03-08,Customer_353,Headphones,Accessories,South,9,2500,22500,5084.54
11538,2024-12-15,Customer_194,Printer,Electronics,West,4,15000,60000,12809.69
11539,2025-08-15,Customer_580,Mouse,Accessories,East,10,500,5000,988.55
11540,2024-06-15,Customer_108,Smartwatch,Electronics,West,5,10000,50000,7558.91
11541,2024-01-04,Customer_655,Laptop,Electronics,South,8,50000,400000,46919.6
11542,2024-09-01,Customer_493,Printer,Electronics,East,8,15000,120000,22327.97
11543,2024-01-07,Customer_372,Keyboard,Accessories,North,4,1000,4000,592.21
11544,2024-04-27,Customer_146,Mobile,Electronics,East,6,20000,120000,10212.36
11545,2025-01-03,Customer_45,Mouse,Accessories,North,4,500,2000,374.65
11546,2024-08-12,Customer_907,Printer,Electronics,East,4,15000,60000,7697.83
11547,2024-09-08,Customer_183,Monitor,Electronics,South,6,12000,72000,16133.82
11548,2024-04-13,Customer_22,Laptop,Electronics,South,3,50000,150000,33493.48
11549,2024-08-03,Customer_313,Keyboard,Accessories,West,2,1000,2000,275.05
11550,2025-11-07,Customer_176,Printer,Electronics,West,6,15000,90000,19585.16
11551,2024-05-13,Customer_814,Mobile,Electronics,South,2,20000,40000,4182.14
11552,2025-01-18,Customer_326,Printer,Electronics,West,9,15000,135000,19479.59
11553,2025-08-24,Customer_194,Printer,Electronics,East,1,15000,15000,3145.86
11554,2025-10-06,Customer_815,Monitor,Electronics,East,6,12000,72000,8785.38
11555,2025-05-15,Customer_215,Monitor,Electronics,North,9,12000,108000,26419.54
11556,2025-06-04,Customer_398,Mouse,Accessories,East,10,500,5000,455.14
11557,2024-11-25,Customer_730,Mouse,Accessories,East,9,500,4500,715.16
11558,2025-05-21,Customer_486,Headphones,Accessories,East,8,2500,20000,4033.21
11559,2025-08-20,Customer_666,Smartwatch,Electronics,North,7,10000,70000,13193.46
11560,2025-04-07,Customer_884,Printer,Electronics,South,4,15000,60000,13927.82
11561,2025-01-21,Customer_586,Keyboard,Accessories,South,4,1000,4000,528.08
11562,2024-05-17,Customer_770,Table,Furniture,North,5,8000,40000,6943.75
11563,2024-08-23,Customer_598,Chair,Furniture,North,8,3000,24000,4036.79
11564,2025-03-12,Customer_462,Mouse,Accessories,West,9,500,4500,835.16
11565,2025-05-24,Customer_325,Keyboard,Accessories,East,7,1000,7000,997.34
11566,2024-08-27,Customer_272,Keyboard,Accessories,North,1,1000,1000,110.53
11567,2025-05-28,Customer_526,Table,Furniture,North,2,8000,16000,2081.09
11568,2024-03-14,Customer_369,Chair,Furniture,North,4,3000,12000,1160.75
11569,2025-11-22,Customer_338,Headphones,Accessories,East,4,2500,10000,1367.39
11570,2025-09-10,Customer_142,Chair,Furniture,East,5,3000,15000,1686.14
11571,2024-12-20,Customer_802,Laptop,Electronics,West,5,50000,250000,31978.42
11572,2024-01-13,Customer_484,Keyboard,Accessories,South,10,1000,10000,2088.27
11573,2024-08-02,Customer_486,Keyboard,Accessories,South,4,1000,4000,474.31
11574,2025-04-24,Customer_740,Headphones,Accessories,West,10,2500,25000,5340.39
11575,2024-07-11,Customer_440,Table,Furniture,West,2,8000,16000,2131.56
11576,2025-07-25,Customer_31,Printer,Electronics,East,8,15000,120000,18779.43
11577,2024-11-08,Customer_966,Monitor,Electronics,North,10,12000,120000,27424.5
11578,2025-03-05,Customer_436,Mouse,Accessories,West,6,500,3000,413.31
11579,2024-01-24,Customer_582,Headphones,Accessories,North,5,2500,12500,1692.92
11580,2024-12-04,Customer_582,Monitor,Electronics,West,3,12000,36000,8860.73
11581,2024-03-06,Customer_548,Keyboard,Accessories,West,4,1000,4000,965.11
11582,2025-08-06,Customer_986,Printer,Electronics,West,8,15000,120000,11816.22
11583,2025-11-22,Customer_567,Chair,Furniture,South,2,3000,6000,654.85
11584,2024-07-10,Customer_204,Laptop,Electronics,North,10,50000,500000,81532.13
11585,2024-10-25,Customer_676,Keyboard,Accessories,North,5,1000,5000,575.01
11586,2024-01-12,Customer_176,Mouse,Accessories,East,1,500,500,71.34
11587,2024-04-23,Customer_133,Keyboard,Accessories,West,7,1000,7000,746.87
11588,2024-07-30,Customer_134,Mouse,Accessories,South,2,500,1000,146.13
11589,2025-11-11,Customer_487,Chair,Furniture,South,7,3000,21000,4599.89
11590,2025-08-24,Customer_208,Smartwatch,Electronics,West,10,10000,100000,23965.62
11591,2024-05-26,Customer_457,Chair,Furniture,North,4,3000,12000,975.18
11592,2025-06-22,Customer_337,Keyboard,Accessories,West,10,1000,10000,2172.86
11593,2024-04-03,Customer_295,Mouse,Accessories,West,8,500,4000,711.77
11594,2024-06-28,Customer_426,Table,Furniture,South,5,8000,40000,5859.41
11595,2025-04-13,Customer_394,Monitor,Electronics,South,10,12000,120000,24558.18
11596,2024-02-14,Customer_246,Smartwatch,Electronics,South,2,10000,20000,2938.07
11597,2024-03-09,Customer_715,Chair,Furniture,South,9,3000,27000,3499.77
11598,2025-07-20,Customer_125,Mouse,Accessories,East,7,500,3500,870.47
11599,2024-11-29,Customer_420,Mobile,Electronics,West,2,20000,40000,6629.88
11600,2024-02-15,Customer_474,Monitor,Electronics,North,5,12000,60000,6915.2
11601,2025-02-12,Customer_877,Mobile,Electronics,South,8,20000,160000,23167.43
11602,2024-04-27,Customer_727,Keyboard,Accessories,South,1,1000,1000,81.83
11603,2024-03-10,Customer_85,Table,Furniture,South,8,8000,64000,10394.18
11604,2024-10-12,Customer_862,Mouse,Accessories,South,3,500,1500,240.05
11605,2024-06-30,Customer_302,Monitor,Electronics,North,1,12000,12000,2198.26
11606,2025-11-18,Customer_782,Headphones,Accessories,North,7,2500,17500,1901.15
11607,2024-07-01,Customer_222,Chair,Furniture,North,3,3000,9000,1394.21
11608,2024-02-18,Customer_857,Headphones,Accessories,North,4,2500,10000,1551.5
11609,2025-09-04,Customer_5,Keyboard,Accessories,North,5,1000,5000,777.39
11610,2025-01-18,Customer_931,Keyboard,Accessories,South,4,1000,4000,951.6
11611,2024-01-29,Customer_15,Printer,Electronics,East,2,15000,30000,2481.8
11612,2024-04-08,Customer_817,Printer,Electronics,South,2,15000,30000,3524.9
11613,2024-04-20,Customer_836,Monitor,Electronics,East,1,12000,12000,1807.99
11614,2025-10-01,Customer_213,Table,Furniture,West,9,8000,72000,13431.87
11615,2024-04-18,Customer_366,Keyboard,Accessories,East,2,1000,2000,239.02
11616,2024-11-19,Customer_13,Monitor,Electronics,West,1,12000,12000,1780.36
11617,2025-11-04,Customer_835,Printer,Electronics,East,8,15000,120000,14089.96
11618,2024-08-11,Customer_421,Smartwatch,Electronics,East,6,10000,60000,5248.18
11619,2024-04-14,Customer_730,Smartwatch,Electronics,South,8,10000,80000,19770.19
11620,2025-10-08,Customer_714,Chair,Furniture,West,2,3000,6000,1091.86
11621,2025-12-05,Customer_326,Monitor,Electronics,West,6,12000,72000,7906.05
11622,2025-08-22,Customer_460,Mobile,Electronics,West,6,20000,120000,9960.04
11623,2025-12-22,Customer_14,Headphones,Accessories,South,4,2500,10000,1655.81
11624,2024-05-07,Customer_317,Laptop,Electronics,South,10,50000,500000,104509.99
11625,2024-03-02,Customer_141,Keyboard,Accessories,East,4,1000,4000,741.44
11626,2025-01-19,Customer_210,Mouse,Accessories,North,5,500,2500,285.86
11627,2025-03-30,Customer_757,Printer,Electronics,East,10,15000,150000,37208.06
11628,2024-02-10,Customer_534,Monitor,Electronics,West,5,12000,60000,8038.89
11629,2024-12-05,Customer_351,Chair,Furniture,South,1,3000,3000,356.8
11630,2025-11-11,Customer_255,Printer,Electronics,South,9,15000,135000,12041.0
11631,2024-07-06,Customer_453,Smartwatch,Electronics,North,7,10000,70000,11805.52
11632,2024-07-16,Customer_54,Mobile,Electronics,South,8,20000,160000,14703.59
11633,2025-08-29,Customer_563,Printer,Electronics,South,3,15000,45000,4301.96
11634,2025-04-23,Customer_319,Printer,Electronics,South,9,15000,135000,12593.88
11635,2025-09-12,Customer_255,Printer,Electronics,East,4,15000,60000,9124.97
11636,2025-10-12,Customer_207,Chair,Furniture,East,10,3000,30000,4686.18
11637,2025-01-03,Customer_408,Mouse,Accessories,West,2,500,1000,241.67
11638,2025-06-01,Customer_625,Monitor,Electronics,West,8,12000,96000,14883.26
11639,2025-01-25,Customer_438,Monitor,Electronics,North,8,12000,96000,8003.32
11640,2025-07-20,Customer_745,Chair,Furniture,South,10,3000,30000,5139.71
11641,2025-04-09,Customer_291,Chair,Furniture,West,7,3000,21000,3335.23
11642,2024-12-07,Customer_140,Headphones,Accessories,West,10,2500,25000,4043.59
11643,2024-01-05,Customer_14,Printer,Electronics,East,3,15000,45000,10608.41
11644,2025-02-08,Customer_994,Mouse,Accessories,East,7,500,3500,830.79
11645,2025-08-25,Customer_73,Keyboard,Accessories,West,8,1000,8000,1058.62
11646,2025-08-02,Customer_167,Laptop,Electronics,South,2,50000,100000,14542.04
11647,2024-12-22,Customer_522,Keyboard,Accessories,West,5,1000,5000,1055.58
11648,2025-03-10,Customer_754,Table,Furniture,South,1,8000,8000,1525.23
11649,2025-01-05,Customer_647,Printer,Electronics,North,8,15000,120000,10303.95
11650,2025-11-28,Customer_151,Monitor,Electronics,East,5,12000,60000,10975.44
11651,2025-11-09,Customer_862,Printer,Electronics,South,10,15000,150000,26747.72
11652,2025-10-21,Customer_729,Laptop,Electronics,West,2,50000,100000,21106.53
11653,2024-03-23,Customer_531,Keyboard,Accessories,South,10,1000,10000,2456.05
11654,2024-09-15,Customer_709,Keyboard,Accessories,East,3,1000,3000,663.17
11655,2025-01-26,Customer_601,Headphones,Accessories,East,9,2500,22500,4318.71
11656,2025-08-09,Customer_796,Keyboard,Accessories,East,2,1000,2000,197.15
11657,2025-02-11,Customer_716,Monitor,Electronics,East,5,12000,60000,12437.05
11658,2024-01-02,Customer_100,Laptop,Electronics,North,3,50000,150000,32817.93
11659,2024-10-22,Customer_751,Keyboard,Accessories,West,9,1000,9000,1357.77
11660,2025-12-21,Customer_138,Monitor,Electronics,South,3,12000,36000,5172.87
11661,2024-04-22,Customer_462,Mouse,Accessories,South,3,500,1500,248.17
11662,2024-07-06,Customer_829,Monitor,Electronics,South,4,12000,48000,4321.29
11663,2025-10-01,Customer_112,Chair,Furniture,South,7,3000,21000,3253.41
11664,2024-05-07,Customer_284,Mobile,Electronics,North,5,20000,100000,9457.02
11665,2025-05-04,Customer_497,Table,Furniture,North,1,8000,8000,1436.48
11666,2024-01-08,Customer_682,Laptop,Electronics,North,1,50000,50000,6261.69
11667,2024-01-08,Customer_385,Mobile,Electronics,East,4,20000,80000,13503.75
11668,2025-09-10,Customer_440,Mouse,Accessories,East,8,500,4000,834.7
11669,2024-09-02,Customer_964,Table,Furniture,East,6,8000,48000,11995.47
11670,2024-12-30,Customer_895,Keyboard,Accessories,East,7,1000,7000,1286.86
11671,2025-12-16,Customer_412,Mobile,Electronics,South,1,20000,20000,3153.53
11672,2025-06-27,Customer_287,Laptop,Electronics,South,10,50000,500000,50446.04
11673,2025-11-05,Customer_891,Table,Furniture,West,8,8000,64000,11847.67
11674,2024-01-04,Customer_654,Headphones,Accessories,East,7,2500,17500,3364.18
11675,2024-11-29,Customer_695,Laptop,Electronics,West,6,50000,300000,68545.16
11676,2025-09-19,Customer_814,Printer,Electronics,North,10,15000,150000,24355.67
11677,2025-05-02,Customer_675,Table,Furniture,North,7,8000,56000,13420.09
11678,2025-12-30,Customer_147,Keyboard,Accessories,North,5,1000,5000,916.1
11679,2024-11-04,Customer_853,Monitor,Electronics,West,8,12000,96000,20684.11
11680,2025-05-08,Customer_679,Monitor,Electronics,South,8,12000,96000,23266.44
11681,2025-11-06,Customer_717,Printer,Electronics,North,4,15000,60000,6538.42
11682,2024-01-30,Customer_165,Mobile,Electronics,East,7,20000,140000,34842.0
11683,2024-09-20,Customer_682,Keyboard,Accessories,West,5,1000,5000,587.32
11684,2025-10-10,Customer_743,Mobile,Electronics,West,3,20000,60000,14211.91
11685,2025-08-12,Customer_785,Mobile,Electronics,North,6,20000,120000,27387.59
11686,2025-01-25,Customer_670,Table,Furniture,West,7,8000,56000,13144.79
11687,2024-10-24,Customer_90,Printer,Electronics,North,4,15000,60000,7442.76
